Código de Ubigeo,DISTRITOS,SIN EDUCACIÓN FORMAL,EDUCACIÓN ESPECIAL INCOMPLETA,EDUCACIÓN ESPECIAL COMPLETA,EDUCACIÓN PRIMARIA INCOMPLETA,EDUCACIÓN PRIMARIA COMPLETA,EDUCACIÓN SECUNDARIA INCOMPLETA,EDUCACIÓN SECUNDARIA COMPLETA,EDUCACIÓN TÉCNICA INCOMPLETA,EDUCACIÓN TÉCNICA COMPLETA,"EDUCACIÓN SUPERIOR (INSTITUTO SUPERIOR, ETC) INCOMPLETA","EDUCACIÓN SUPERIOR (INSTITUTO SUPERIOR, ETC) COMPLETA",EDUCACIÓN UNIVERSITARIA INCOMPLETA,EDUCACIÓN UNIVERSITARIA COMPLETA,GRADO DE BACHILLER,TITULADO,ESTUDIOS DE MAESTRÍA INCOMPLETA,ESTUDIOS DE MAESTRÍA COMPLETA,GRADO DE MAESTRÍA,ESTUDIOS DE DOCTORADO INCOMPLETO,ESTUDIOS DE DOCTORADO COMPLETO,GRADO DE DOCTOR,NO DETERMINADO
021302,CASCA, - , - , - , - , - , - , - , 1 023 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
021306,LLUMPA, - , - , - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
021307,LUCMA, - , - , - , - , - , - , 1 935 , 1 020 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
021308,MUSGA, - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
021401,OCROS, - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
021404,CARHUAPAMPA, - , - , - , - , - , - , 5 158 , 1 856 , 3 025 , - , - , - , 4 607 , 3 703 , 4 235 , - , - , - , - , - , - , - 
021405,COCHAS, 1 731 , - , 1 085 , 3 001 , 3 015 , 3 303 , 2 794 , 3 558 , 3 795 , 1 270 , 930 , 1 888 , 4 364 , 1 531 , - , - , - , - , - , - , - , 947 
021408,SAN CRISTOBAL DE RAJAN, - , - , - , - , - , - , - , - , - , - , - , - , - , - , 930 , - , - , - , - , - , - , - 
021409,SAN PEDRO, - , - , - , - , 1 775 , 1 542 , 3 227 , 3 710 , 7 933 , 4 728 , - , 3 046 , 10 385 , - , - , - , - , - , - , - , - , - 
021410,SANTIAGO DE CHILCAS, - , - , - , - , 2 585 , 1 829 , 4 473 , - , - , 1 280 , - , - , - , - , - , - , - , - , - , - , - , - 
021501,CABANA, - , - , - , - , 2 764 , 1 432 , 5 400 , 3 395 , 7 080 , - , 4 925 , 10 711 , 3 787 , 6 857 , 13 483 , - , - , - , - , - , - , - 
021502,BOLOGNESI, - , - , - , - , - , - , - , - , - , - , - , 3 240 , - , - , - , - , - , - , - , - , - , - 
021503,CONCHUCOS, - , - , 930 , - , 930 , - , 2 878 , 524 , 5 844 , - , 2 498 , - , 16 065 , - , - , - , - , - , - , 3 500 , - , - 
021504,HUACASCHUQUE, - , - , - , 930 , - , - , 1 860 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
021505,HUANDOVAL, - , - , - , - , 1 222 , - , 1 026 , 969 , 988 , - , - , 3 788 , 3 251 , - , - , - , - , - , - , - , - , - 
021506,LACABAMBA, - , - , - , - , - , - , 1 980 , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - 
021507,LLAPO, - , - , - , - , - , - , - , - , 935 , - , - , - , - , - , - , - , - , - , - , - , - , - 
021508,PALLASCA, - , - , - , - , - , 2 235 , 4 326 , - , 1 000 , - , - , 2 450 , 20 093 , - , 12 283 , - , - , 18 093 , - , - , - , - 
021509,PAMPAS, - , - , - , - , - , - , 3 176 , - , - , - , - , - , - , - , 930 , - , - , - , - , - , - , - 
021510,SANTA ROSA, - , - , - , - , - , - , - , - , 1 023 , - , - , - , - , - , - , - , - , - , - , - , - , - 
021511,TAUCA, 744 , - , - , - , 3 153 , 1 200 , 3 247 , - , 2 926 , - , 1 800 , - , 3 081 , - , 930 , - , - , - , - , - , - , - 
021601,POMABAMBA, 1 150 , 930 , - , 1 800 , 1 056 , 1 892 , 9 335 , 2 277 , 6 121 , 2 202 , 6 326 , 2 231 , 6 406 , 5 593 , 32 456 , - , - , - , - , - , - , 2 093 
021602,HUAYLLAN, 930 , - , - , - , - , - , 2 792 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
021603,PAROBAMBA, 1 860 , - , - , - , - , 1 500 , 930 , - , - , - , - , 1 792 , 1 130 , 1 000 , - , - , - , - , - , - , - , - 
021701,RECUAY, - , - , - , - , 1 729 , 4 431 , 5 676 , 1 476 , 8 034 , 5 681 , 6 997 , 1 980 , 11 891 , 11 470 , 20 086 , - , - , - , - , - , - , - 
021702,CATAC, - , - , - , - , 1 110 , 944 , 3 203 , 2 482 , 2 883 , 2 523 , 3 025 , 1 945 , 2 640 , 930 , 4 593 , - , - , - , - , - , - , - 
021703,COTAPARACO, - , - , - , - , - , - , 988 , - , - , - , - , - , 1 500 , - , 3 593 , - , - , - , - , - , - , - 
021704,HUAYLLAPAMPA, - , - , - , - , - , - , 1 989 , - , 1 705 , - , - , - , - , - , - , - , - , - , - , - , - , - 
021706,MARCA, - , - , - , 930 , - , 930 , 1 860 , - , - , - , - , - , 1 000 , - , - , - , - , - , - , - , - , - 
021707,PAMPAS CHICO, - , - , - , - , - , - , 930 , - , 2 500 , - , - , - , - , - , - , - , - , - , - , - , - , - 
021710,TICAPAMPA, - , - , - , 2 023 , 3 661 , 1 856 , 3 883 , 2 737 , 2 903 , 3 511 , 4 477 , 1 000 , 9 438 , 2 892 , 9 947 , - , - , - , - , - , - , - 
021801,CHIMBOTE, 4 036 , 4 205 , 6 400 , 3 148 , 4 410 , 4 769 , 4 774 , 4 523 , 5 393 , 4 773 , 7 473 , 5 424 , 6 858 , 6 758 , 7 996 , 12 051 , 14 285 , 13 120 , 930 , 5 464 , 26 401 , 3 913 
021802,CACERES DEL PERU, - , - , - , - , 1 635 , - , 3 478 , 930 , 1 957 , - , 930 , - , 4 750 , 930 , 1 737 , - , - , - , - , - , - , 4 417 
021803,COISHCO, 9 176 , - , - , 3 584 , 8 359 , 5 677 , 6 128 , 4 867 , 8 371 , 3 421 , 9 195 , 5 174 , 10 340 , 10 891 , 12 418 , 9 445 , 8 935 , 7 569 , - , - , - , 4 184 
021804,MACATE, - , - , - , - , 1 955 , 2 033 , 7 307 , 2 110 , 5 085 , - , 3 021 , 1 506 , 2 853 , 4 698 , 6 947 , - , 4 000 , - , - , - , - , - 
021805,MORO, - , 1 761 , 944 , 2 216 , 3 612 , 3 524 , 4 439 , 4 540 , 5 250 , 2 373 , 3 077 , 4 604 , 3 895 , 5 383 , 8 861 , - , 5 338 , - , - , - , - , 1 114 
021806,NEPEÑA, 2 896 , 2 152 , 894 , 4 578 , 3 775 , 4 279 , 3 600 , 3 223 , 4 351 , 4 092 , 8 392 , 4 486 , 7 521 , 7 285 , 9 013 , 3 258 , - , 14 000 , - , - , - , - 
021807,SAMANCO, 3 813 , 935 , 1 597 , 2 370 , 3 695 , 3 682 , 5 032 , 5 561 , 7 023 , 2 556 , 12 101 , 5 956 , 9 886 , 6 478 , 12 505 , - , - , 9 244 , - , - , - , 5 512 
021808,SANTA, 2 685 , - , 1 724 , 2 614 , 2 758 , 3 668 , 3 825 , 3 320 , 3 509 , 3 147 , 6 127 , 3 619 , 7 467 , 3 941 , 5 299 , - , 3 393 , - , - , - , - , 3 190 
021809,NUEVO CHIMBOTE, 3 148 , 1 112 , 1 850 , 2 089 , 3 614 , 3 451 , 3 791 , 3 534 , 4 195 , 3 502 , 5 432 , 4 096 , 6 392 , 6 254 , 6 769 , 33 721 , 5 658 , 7 275 , 2 100 , 3 445 , 8 327 , 3 007 
021901,SIHUAS, - , - , - , - , 2 788 , 2 597 , 4 545 , 1 949 , 2 937 , 980 , 4 811 , 3 070 , 6 391 , 10 650 , 5 168 , - , - , - , - , - , - , 930 
021907,QUICHES, - , - , - , - , - , - , 2 500 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
021909,SAN JUAN, - , - , - , - , - , - , 500 , - , 965 , - , - , - , - , - , - , - , - , - , - , - , - , - 
022001,YUNGAY, 932 , - , 2 046 , 3 163 , 3 960 , 4 399 , 8 382 , 2 783 , 4 101 , 2 870 , 3 170 , 4 266 , 7 935 , 2 254 , 10 480 , - , - , - , - , - , - , 1 122 
022002,CASCAPARA, - , - , - , - , - , - , 1 070 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
022003,MANCOS, 2 226 , - , 1 163 , 2 418 , 1 566 , 4 586 , 4 453 , 2 131 , 2 998 , 3 503 , 2 029 , 2 708 , 3 154 , 6 977 , 5 951 , - , - , - , - , - , - , 2 512 
022004,MATACOTO, - , - , - , 1 809 , 2 207 , 3 468 , 2 038 , 2 025 , 2 997 , - , - , - , 1 680 , - , 5 244 , - , - , - , - , - , - , - 
022005,QUILLO, - , - , - , - , 1 297 , 2 784 , 2 339 , - , 2 969 , - , 1 280 , - , 1 461 , - , 4 537 , - , - , - , - , - , - , - 
022006,RANRAHIRCA, - , - , - , - , - , - , 2 352 , 1 023 , 1 132 , - , - , 590 , 5 120 , - , 2 046 , - , - , - , - , - , - , - 
022007,SHUPLUY, - , - , - , - , - , - , - , - , - , - , 6 196 , - , - , - , - , - , - , 7 880 , - , - , - , - 
022008,YANAMA, - , - , - , - , - , - , 2 792 , 2 982 , 2 334 , - , - , - , - , 1 633 , - , - , - , - , - , - , - , - 
030101,ABANCAY, 3 219 , 2 836 , 2 059 , 2 413 , 4 177 , 3 577 , 3 794 , 3 398 , 4 310 , 3 585 , 5 395 , 3 795 , 6 542 , 6 742 , 6 459 , 10 363 , 9 576 , 6 984 , - , 1 280 , 11 121 , 3 006 
030102,CHACOCHE, - , 930 , - , - , 930 , - , 930 , - , - , - , - , - , - , - , 1 367 , - , - , - , - , - , - , - 
030103,CIRCA, - , - , - , - , - , - , 930 , - , 1 611 , - , - , - , - , - , 930 , - , - , - , - , - , - , 930 
030104,CURAHUASI, 657 , - , - , 2 290 , 2 141 , 2 202 , 3 437 , 1 958 , 3 960 , 3 418 , 4 411 , 3 898 , 5 545 , 6 144 , 6 931 , - , - , 4 250 , - , - , - , 1 860 
030105,HUANIPACA, - , - , - , 1 341 , 1 496 , 1 414 , 3 916 , - , 4 147 , - , - , - , 2 748 , 1 500 , 5 110 , - , - , - , - , - , - , - 
030107,PICHIRHUA, - , - , - , - , - , - , - , - , 1 000 , - , - , - , - , - , 5 123 , - , - , - , - , - , - , - 
030108,SAN PEDRO DE CACHORA, 1 143 , - , - , - , - , - , - , - , 1 733 , - , 2 286 , - , 1 733 , - , - , - , - , - , - , - , - , 1 438 
030109,TAMBURCO, 2 816 , 3 496 , 2 358 , 1 995 , 3 983 , 3 645 , 3 864 , 3 272 , 4 083 , 3 426 , 4 527 , 5 281 , 7 066 , 5 094 , 4 735 , - , - , 3 000 , - , - , - , 930 
030201,ANDAHUAYLAS, 3 099 , 930 , 1 978 , 4 277 , 3 599 , 3 833 , 3 694 , 3 440 , 4 482 , 4 021 , 6 733 , 5 589 , 6 562 , 7 320 , 7 111 , 4 734 , 4 857 , 10 304 , - , - , 3 385 , 3 795 
030202,ANDARAPA, - , - , - , - , 930 , - , 955 , - , 3 731 , - , - , - , - , - , 1 700 , - , - , - , - , - , - , - 
030203,CHIARA, - , - , - , - , - , 930 , 2 511 , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
030204,HUANCARAMA, - , 930 , - , - , - , - , 2 727 , - , 6 479 , 930 , - , 1 250 , 3 970 , 3 043 , - , - , - , - , - , - , - , - 
030205,HUANCARAY, - , - , - , - , 930 , - , 1 860 , - , 1 246 , - , - , 1 325 , 880 , 1 150 , - , - , - , - , - , - , - , - 
030207,KISHUARA, 2 323 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
030209,PACUCHA, - , - , - , - , - , - , 3 723 , 1 968 , 2 466 , 1 976 , - , - , 5 944 , 3 515 , - , - , - , - , - , - , - , - 
030210,PAMPACHIRI, 2 359 , - , - , - , 2 550 , 929 , 4 484 , - , 4 445 , - , - , 2 584 , 5 730 , 2 507 , 12 742 , - , - , - , - , - , - , - 
030211,POMACOCHA, - , - , - , - , - , - , - , - , - , - , - , - , - , - , 930 , - , - , - , - , - , - , - 
030212,SAN ANTONIO DE CACHI, - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
030213,SAN JERONIMO, 3 192 , - , - , 1 788 , 4 319 , 2 021 , 4 072 , 1 801 , 4 795 , 2 013 , 1 257 , 6 231 , 4 563 , 3 283 , 4 557 , - , - , 8 704 , - , - , 1 418 , 930 
030215,SANTA MARIA DE CHICMO, - , - , - , - , - , - , 1 052 , 930 , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
030216,TALAVERA, 1 744 , - , - , 3 914 , 3 908 , 2 031 , 3 721 , 2 509 , 3 568 , 2 785 , 1 967 , 2 369 , 6 018 , 2 917 , 3 574 , - , - , - , - , - , - , 2 760 
030217,TUMAY HUARACA, - , - , - , - , 3 727 , 1 641 , 7 550 , 3 153 , 6 628 , - , - , 3 826 , 9 880 , - , 6 657 , - , - , - , - , - , - , - 
030218,TURPO, - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
030220,JOSÉ MARÍA ARGUEDAS, - , - , - , - , 3 760 , - , 5 117 , - , 5 147 , - , - , - , 4 239 , - , - , - , - , - , - , - , - , - 
030301,ANTABAMBA, - , - , - , - , - , - , 930 , - , 1 642 , - , - , - , 3 174 , - , - , - , - , - , - , - , - , - 
030302,EL ORO, - , - , - , - , - , 1 023 , 2 023 , - , 1 005 , - , - , - , 930 , - , - , - , - , - , - , - , - , 1 000 
030303,HUAQUIRCA, - , - , - , 2 733 , 2 937 , 2 545 , 8 411 , 2 498 , 8 855 , 2 949 , 3 273 , 3 999 , 12 463 , 6 783 , 12 031 , - , - , 11 657 , - , - , - , - 
030304,JUAN ESPINOZA MEDRANO, - , - , - , - , - , - , 1 120 , - , 7 772 , - , 6 362 , 11 347 , 9 756 , 14 213 , 38 438 , - , - , - , - , - , - , - 
030305,OROPESA, - , - , - , - , - , - , 4 703 , - , 3 165 , - , - , 930 , 5 633 , 1 476 , 4 311 , - , - , - , - , - , - , - 
030306,PACHACONAS, - , - , - , - , - , - , 2 825 , 2 130 , - , 953 , - , 1 860 , - , - , - , - , - , - , - , - , - , 930 
030307,SABAINO, - , - , - , - , - , - , 6 203 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
030401,CHALHUANCA, - , - , - , - , 930 , 1 124 , 4 691 , 3 088 , 5 075 , 4 212 , 4 244 , 1 943 , 3 605 , 4 284 , 6 288 , - , - , - , - , - , - , - 
030402,CAPAYA, - , - , - , - , - , - , - , 1 400 , - , - , 2 600 , - , - , - , - , - , - , - , - , - , - , 1 400 
030403,CARAYBAMBA, - , - , - , - , - , 2 246 , 3 420 , - , 1 121 , - , - , - , - , - , - , - , - , - , - , - , - , 2 496 
030404,CHAPIMARCA, - , - , - , - , - , - , 930 , - , 1 965 , - , - , - , - , - , - , - , - , - , - , - , - , - 
030406,COTARUSE, 5 626 , 2 403 , - , 3 672 , 6 510 , 6 442 , 7 052 , 5 502 , 8 929 , 2 919 , 6 898 , 5 078 , 15 976 , 14 423 , 16 775 , - , - , 8 439 , - , - , - , 2 815 
030408,JUSTO APU SAHUARAURA, - , - , - , - , - , - , 1 873 , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - 
030409,LUCRE, - , - , - , - , - , 930 , 2 719 , - , - , - , 1 993 , - , 2 000 , - , - , - , - , - , - , - , - , - 
030410,POCOHUANCA, - , - , - , - , - , - , 2 314 , 930 , 2 180 , - , - , - , - , - , - , - , - , - , - , - , - , - 
030412,SAÑAYCA, - , - , - , - , - , - , 1 860 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
030414,TAPAIRIHUA, - , - , - , - , - , - , 2 869 , - , - , 3 000 , 3 856 , - , - , 6 661 , - , - , - , - , - , - , - , - 
030415,TINTAY, - , - , - , - , - , - , 3 515 , - , 3 837 , - , - , - , 5 144 , - , 1 800 , - , - , - , - , - , - , - 
030416,TORAYA, - , - , - , - , - , - , 500 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
030501,TAMBOBAMBA, - , - , - , - , 4 114 , 2 481 , 5 921 , 5 245 , 3 196 , 6 986 , 1 593 , 913 , 6 369 , - , 7 055 , - , - , - , - , - , - , - 
030502,COTABAMBAS, - , - , - , - , 930 , 4 688 , 4 278 , 1 908 , 5 433 , - , 930 , 4 810 , 3 605 , - , 11 886 , - , - , - , - , - , - , - 
030503,COYLLURQUI, - , - , - , - , 930 , 2 431 , 5 661 , 3 290 , 7 626 , 7 131 , 1 646 , 4 565 , 12 249 , 8 172 , 11 134 , 1 905 , - , - , - , - , - , - 
030504,HAQUIRA, 930 , - , 930 , 1 966 , 3 165 , 1 642 , 5 163 , 4 295 , 3 481 , - , - , 4 708 , 14 301 , 4 500 , 4 192 , - , 2 800 , - , - , - , - , - 
030505,MARA, - , - , - , - , - , - , 3 333 , 1 192 , 2 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
030506,CHALLHUAHUACHO, 27 774 , 1 708 , 1 805 , 10 139 , 10 693 , 12 452 , 11 950 , 7 692 , 16 814 , 9 573 , 14 479 , 22 761 , 25 602 , 26 262 , 52 099 , 22 140 , 29 598 , 46 629 , 20 993 , - , 23 696 , 3 851 
030601,CHINCHEROS, - , - , - , - , - , 1 731 , 3 145 , - , 8 369 , 1 922 , 2 530 , 6 285 , 11 223 , 7 413 , 12 645 , - , - , - , - , - , - , - 
030602,ANCO-HUALLO, - , - , - , 1 662 , 5 693 , 3 922 , 3 382 , 1 928 , 6 316 , 2 484 , 3 379 , 4 494 , 3 280 , 5 587 , 8 044 , - , - , - , - , - , - , - 
030604,HUACCANA, - , - , - , - , - , - , - , - , 2 352 , - , 1 964 , - , 3 425 , - , - , - , - , - , - , - , - , - 
030605,OCOBAMBA, - , - , - , - , - , - , 1 900 , - , 2 008 , - , 1 023 , - , - , 1 023 , 4 006 , - , 1 598 , - , - , - , - , - 
030606,ONGOY, - , - , - , - , - , - , 947 , 930 , 930 , - , - , - , 930 , - , - , - , - , - , - , - , - , 930 
030608,RANRACANCHA, - , - , - , - , - , - , 930 , - , - , 1 161 , - , - , - , - , - , - , - , - , - , - , - , - 
030609, ROCCHACC, - , - , - , - , - , - , 2 444 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
030701,CHUQUIBAMBILLA, - , - , - , - , - , - , 3 206 , 2 535 , 7 102 , 3 461 , 2 624 , 2 553 , 4 767 , 1 834 , 3 519 , - , - , - , - , - , - , - 
030702,CURPAHUASI, - , - , - , - , - , 1 112 , 1 214 , 2 003 , 981 , - , - , - , 3 223 , - , 558 , - , - , - , - , - , - , - 
030703,GAMARRA, - , - , - , - , - , - , 1 335 , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
030705,MAMARA, - , - , - , - , - , - , - , - , 930 , - , - , - , - , - , - , - , - , - , - , - , - , - 
030706,MICAELA BASTIDAS, - , - , - , - , - , 2 781 , 2 067 , - , 1 637 , - , - , - , 3 440 , - , - , - , - , - , - , - , - , - 
030708,PROGRESO, 1 500 , - , - , - , - , 868 , 4 382 , 1 315 , 6 058 , 4 487 , 4 317 , 3 015 , 5 621 , - , - , - , - , - , - , - , - , - 
030711,TURPAY, - , - , - , - , 1 393 , 1 747 , 3 295 , - , 1 872 , - , - , - , 1 860 , - , - , - , - , - , - , - , - , - 
030712,VILCABAMBA, - , - , - , - , 2 000 , - , 3 140 , 2 350 , - , - , - , - , - , - , 1 500 , - , - , - , - , - , - , - 
030714,CURASCO, - , - , - , - , - , - , 6 132 , 1 404 , 4 620 , 1 250 , 3 418 , - , 4 329 , 4 862 , 5 948 , - , - , - , - , - , - , - 
040101,AREQUIPA, 11 891 , 7 549 , 3 754 , 4 656 , 3 977 , 3 919 , 4 647 , 4 549 , 5 168 , 4 975 , 6 684 , 5 857 , 11 864 , 8 410 , 10 946 , 10 460 , 12 921 , 11 808 , 7 900 , 7 369 , 18 634 , 4 312 
040102,ALTO SELVA ALEGRE, 3 039 , 2 320 , 4 317 , 2 053 , 3 463 , 3 574 , 3 556 , 3 339 , 3 740 , 3 458 , 4 165 , 3 551 , 6 095 , 6 427 , 5 320 , - , 11 710 , 6 326 , - , - , - , 2 972 
040103,CAYMA, 4 403 , 3 128 , 4 168 , 2 225 , 4 014 , 3 255 , 4 437 , 4 252 , 4 965 , 4 916 , 5 695 , 4 860 , 6 628 , 8 040 , 8 525 , 11 190 , 11 157 , 13 903 , 4 893 , 3 184 , 465 , 3 671 
040104,CERRO COLORADO, 5 203 , 3 559 , 3 994 , 5 126 , 4 821 , 4 677 , 4 943 , 4 726 , 5 358 , 4 745 , 6 386 , 5 736 , 8 465 , 7 447 , 13 379 , 8 859 , 16 783 , 24 597 , 4 438 , 4 737 , 8 852 , 3 378 
040105,CHARACATO, 1 911 , - , - , 2 823 , 1 395 , 4 146 , 4 753 , 3 659 , 3 790 , 1 431 , 2 473 , 2 803 , 2 977 , 2 826 , 3 047 , - , - , - , - , - , - , 1 780 
040106,CHIGUATA, 1 883 , - , - , 1 000 , 1 179 , 1 214 , 3 599 , 3 491 , 3 061 , 930 , 2 790 , 3 075 , 1 996 , 930 , 2 719 , - , - , - , - , - , - , - 
040107,JACOBO HUNTER, 2 761 , 1 238 , 1 500 , 1 924 , 2 827 , 3 067 , 3 415 , 3 502 , 3 754 , 3 500 , 3 956 , 4 465 , 4 339 , 5 042 , 4 937 , 1 264 , 2 843 , 12 093 , - , 930 , - , 2 935 
040108,LA JOYA, 7 265 , 2 080 , 5 673 , 3 510 , 4 915 , 4 420 , 3 991 , 5 032 , 5 333 , 4 872 , 10 012 , 4 675 , 13 740 , 9 089 , 12 575 , 9 905 , 3 902 , 10 864 , 1 708 , - , - , 985 
040109,MARIANO MELGAR, 2 939 , 3 384 , 2 998 , 2 181 , 3 462 , 4 017 , 3 605 , 3 519 , 3 673 , 3 310 , 3 977 , 3 972 , 5 087 , 4 463 , 5 017 , 4 009 , 2 279 , 465 , - , 3 000 , - , 3 251 
040110,MIRAFLORES, 3 019 , 1 072 , 3 626 , 5 653 , 3 760 , 3 969 , 4 293 , 4 010 , 4 261 , 4 029 , 5 445 , 4 650 , 7 901 , 6 544 , 9 107 , 7 553 , 8 044 , 10 818 , - , 3 581 , 1 917 , 3 022 
040111,MOLLEBAYA, - , - , - , 1 325 , - , 1 439 , 3 295 , 2 187 , 3 679 , 1 452 , 1 086 , 2 221 , 2 872 , 2 166 , 2 039 , - , 6 984 , - , - , - , - , 930 
040112,PAUCARPATA, 4 393 , 2 029 , 4 596 , 3 406 , 5 325 , 3 305 , 4 165 , 4 111 , 4 597 , 3 960 , 5 322 , 4 635 , 6 471 , 6 481 , 10 882 , 3 923 , 7 487 , 6 777 , 1 600 , 9 687 , 1 350 , 3 376 
040114,POLOBAYA, - , - , - , - , - , - , 3 212 , - , 1 842 , 930 , 5 093 , - , 7 653 , - , 1 620 , - , - , - , - , - , - , - 
040115,QUEQUEÑA, - , - , - , - , - , - , 894 , 1 500 , 1 824 , 465 , - , 930 , - , - , - , - , - , - , - , - , - , 930 
040116,SABANDIA, 465 , - , - , 1 201 , 2 019 , 6 130 , 3 412 , 3 948 , 5 190 , 4 360 , 7 202 , 4 293 , 8 804 , 7 494 , 11 698 , - , - , - , - , - , - , 2 231 
040117,SACHACA, 5 749 , 2 796 , 4 146 , 2 440 , 4 925 , 5 472 , 5 403 , 4 736 , 5 498 , 5 361 , 8 677 , 5 877 , 8 397 , 9 842 , 11 937 , 12 065 , 10 989 , 18 896 , 4 000 , 4 260 , 1 000 , 3 647 
040118,SAN JUAN DE SIGUAS /1, - , - , - , - , 1 023 , - , 3 493 , 2 481 , 3 364 , 2 597 , 1 686 , - , 6 834 , 3 865 , 9 210 , - , - , - , - , - , - , - 
040119,SAN JUAN DE TARUCANI, - , - , - , 3 629 , 4 061 , - , 3 355 , 3 316 , 5 349 , - , 3 122 , - , 5 936 , 2 395 , 6 929 , - , - , - , - , - , - , - 
040120,SANTA ISABEL DE SIGUAS, - , - , - , - , - , - , 1 893 , 961 , 1 023 , 1 023 , - , - , - , 1 023 , - , - , - , - , - , - , - , 1 023 
040121,SANTA RITA DE SIGUAS, 3 512 , 993 , - , 4 195 , 4 126 , 4 452 , 4 081 , 4 329 , 5 200 , 3 146 , 3 180 , 3 678 , 9 313 , 7 014 , 8 110 , 2 735 , - , 4 962 , - , - , - , 1 523 
040122,SOCABAYA, 2 069 , 2 275 , 2 969 , 2 284 , 3 719 , 4 061 , 3 890 , 4 108 , 4 065 , 3 645 , 5 293 , 4 376 , 5 504 , 6 327 , 6 765 , 1 000 , 6 032 , 10 518 , 465 , - , - , 2 591 
040123,TIABAYA, 1 838 , 814 , 2 186 , 930 , 2 842 , 2 943 , 4 892 , 6 405 , 5 207 , 5 946 , 6 268 , 11 033 , 9 535 , 8 505 , 8 709 , - , 2 919 , - , - , 2 931 , 2 500 , 2 532 
040124,UCHUMAYO, 2 844 , 1 860 , 839 , 1 140 , 2 031 , 6 233 , 18 103 , 9 099 , 18 788 , 11 224 , 30 149 , 26 041 , 60 674 , 24 364 , 46 115 , 23 981 , 31 345 , 84 057 , - , 11 750 , 25 539 , 11 239 
040125,VITOR , 930 , 930 , 764 , 2 737 , 2 563 , 4 305 , 3 636 , 2 921 , 4 576 , 3 015 , - , 3 272 , 5 358 , 7 113 , 4 707 , - , - , - , - , - , - , 2 275 
040126,YANAHUARA, 5 406 , 2 583 , 3 219 , 3 775 , 4 533 , 4 278 , 5 039 , 4 764 , 5 113 , 5 076 , 5 941 , 5 334 , 8 205 , 7 091 , 9 979 , 8 633 , 13 502 , 31 034 , 1 823 , 10 426 , 3 336 , 3 257 
040127,YARABAMBA, - , - , - , - , - , - , 6 049 , 2 941 , 11 478 , 932 , 972 , 2 584 , 4 247 , - , 992 , - , - , - , - , - , - , - 
040128,YURA, 3 265 , 2 585 , 2 533 , 1 404 , 2 629 , 2 686 , 5 534 , 6 730 , 5 630 , 5 802 , 8 636 , 5 633 , 12 861 , 11 661 , 35 065 , 839 , 7 588 , - , - , - , - , 3 445 
040129,JOSE LUIS BUSTAMANTE Y RIVERO, 3 665 , 3 034 , 4 194 , 3 752 , 4 618 , 4 616 , 4 106 , 3 847 , 4 527 , 4 578 , 5 717 , 4 498 , 6 308 , 6 624 , 7 334 , 7 916 , 10 040 , 10 848 , 8 144 , 10 539 , 3 024 , 3 169 
040201,CAMANA, 2 952 , 2 081 , 4 604 , - , 2 713 , 1 978 , 3 416 , 3 651 , 3 862 , 4 533 , 5 774 , 5 366 , 6 148 , 5 638 , 6 862 , 7 003 , - , 13 787 , - , - , - , 2 889 
040202,JOSE MARIA QUIMPER, - , - , - , - , 1 930 , 1 873 , 4 059 , 2 810 , 4 149 , 930 , 3 325 , 2 864 , 5 403 , - , 9 612 , - , 2 900 , - , - , - , - , 1 002 
040203,MARIANO NICOLAS VALCARCEL, 2 155 , - , 1 300 , 930 , 3 703 , 2 088 , 3 301 , 3 359 , 3 652 , 3 088 , 3 622 , 6 185 , 4 526 , 4 974 , 4 390 , - , - , - , - , - , - , 1 883 
040204,MARISCAL CACERES, 5 910 , - , - , - , 930 , 2 695 , 4 221 , 1 679 , 3 702 , 1 590 , 1 023 , 2 155 , 2 895 , 6 383 , 3 052 , - , - , - , - , - , - , 1 007 
